station_id,Clay
410730,25.779083156585703
410731,23.42864809036255
410734,24.45753293037415
410705,26.75776853561403
410761,25.827115345001225
401009,26.824511718749985
401012,27.284928512573273
401013,26.418801403045663
401015,32.89476461410522
401016,23.882525348663325
401017,31.302990913391113
410024,27.856388854980462
410026,27.647618961334214
410033,27.84264755249021
410038,30.81481618881224
410044,32.30191488265992
410047,28.563385009765632
410057,27.99426565170287
410061,31.82887296676636
410062,24.888969278335562
410088,28.245993137359637
410091,32.599808597564675
410141,23.99249839782715
410156,27.390083980560313
411003,28.433624362945565
412028,26.934340095520042
412029,29.13893518447878
412050,29.162199878692626
412066,26.954555702209475
416003,26.254759597778346
416020,45.105473899841286
416023,27.57810726165772
416032,26.873953437805188
418005,29.15419158935547
418014,29.23125905990598
418015,34.046383285522445
418017,37.09206485748292
418021,28.911616039276133
418025,34.45327100753784
418027,33.66179027557375
418032,34.866894912719715
419005,29.17347669601442
419010,32.151775741577154
419016,29.93280143737792
419029,29.87912778854373
419035,33.8739089012146
419054,29.85277738571169
420003,34.48598709106446
420017,35.6436548233032
421018,34.221407890319846
421026,28.42842121124266
421042,36.02034702301026
421048,32.611204051971455
421050,33.18668909072874
421055,34.821020603179925
422202B,36.93901882171632
422306A,30.56459054946898
422319B,38.29061012268063
422321B,32.29815196990965
422334A,46.183981132507355
422338A,32.99730033874509
422394A,31.181195926666256
A4260533,29.51205158233642
401203,28.078044223785408
401208,26.946331214904777
401210,28.506299972534215
401212,28.092060661315934
401216,29.988056755065887
401217,27.416952419280996
401220,26.737972354888903
402204,28.498664188385014
402206,29.72067680358884
402217,26.5883605003357
403214,29.401160335540766
403217,32.044179916381836
403221,27.565510463714585
403226,30.89997453689574
403232,29.71346893310544
404207,30.170098590850827
405205,37.18309602737429
405209,36.62528476715089
405212,32.09883708953859
405214,31.256728553771957
405215,29.63504419326781
405217,34.22878732681275
405219,30.77502832412718
405226,33.196329212188736
405227,33.82918472290037
405228,26.702273845672597
405229,35.3185523033142
405230,35.66681108474731
405231,33.10503673553463
405238,26.598989582061765
405240,32.92956142425538
405241,35.390726280212405
405245,32.773148632049555
405248,32.74159908294676
405251,29.25424470901491
405263,31.746801853179903
405264,35.46831188201904
405274,30.374313640594472
406214,32.06185789108275
406224,38.738782310485824
406226,30.158224439620977
406235,31.026016807556157
406250,34.48312206268311
407214,33.21798315048218
407253,37.57663049697873
408202,29.079443502426123
408206,31.76236476898193
415220,37.15893230438232
415226,40.92236585617066
415237,33.44790763854978
415238,30.605589151382468
415245,29.138459730148334
