station_id,soil_depth,regolith_depth
410730,0.8644177317619324,1.6695618629455566
410731,0.7451699376106262,2.0891995429992676
410734,0.7293660640716553,2.1214406490325928
410705,0.7680540084838867,4.393212795257568
410761,0.749843955039978,3.1107993125915527
410033,0.8119316697120667,3.103600025177002
410047,0.9301831722259521,2.9027438163757324
410061,1.0129897594451904,3.3174476623535156
410088,0.9259946346282959,1.9231780767440796
410156,0.8614915013313293,4.6107892990112305
412029,0.8941833972930908,5.16421365737915
412066,0.7956092953681946,3.848499298095703
416003,0.7359656095504761,2.5291271209716797
422202B,1.1425960063934326,25.692119598388672
422306A,0.8994693756103516,2.070619821548462
422319B,0.9576789736747742,4.3953728675842285
422321B,0.8910516500473022,7.7908525466918945
422334A,1.0741807222366333,8.220269203186035
422338A,0.9251893758773804,6.2899885177612305
422394A,0.9262243509292603,5.276052474975586
A4260533,0.8211563229560852,3.8557815551757812
401203,0.8869653940200806,2.725799083709717
401208,1.0117228031158447,2.15324330329895
401210,1.0293734073638916,1.9234718084335327
401212,0.9786222577095032,2.231304168701172
401216,0.9407782554626465,2.194441080093384
401217,0.9814843535423279,1.9409505128860474
401220,0.9890393614768982,2.1577160358428955
402204,1.0347014665603638,2.1948437690734863
402206,1.0896399021148682,1.5278321504592896
403214,1.126967191696167,3.31355619430542
403217,1.0825550556182861,4.686168193817139
403221,0.9733858108520508,3.210752487182617
403226,1.0441290140151978,4.41286563873291
403232,1.0651370286941528,1.4153759479522705
404207,1.0293192863464355,7.121303081512451
405205,1.0018199682235718,9.0209321975708
405209,1.0247963666915894,8.865232467651367
405212,0.9453100562095642,4.6545281410217285
405214,1.0215128660202026,5.094046592712402
405215,0.9690273404121399,1.7479170560836792
405217,1.0221235752105713,8.194114685058594
405219,0.9887775182723999,1.6582564115524292
405226,0.9593853950500488,23.97231101989746
405227,1.0152881145477295,3.982646942138672
405228,0.9108594059944153,3.0078396797180176
405229,0.8854019641876221,9.185155868530273
405230,0.8992530107498169,11.021699905395508
405231,1.0116180181503296,8.2671537399292
405238,0.9226489663124084,2.4518909454345703
405240,0.9352215528488159,4.004639625549316
405241,0.945500373840332,9.401338577270508
405245,1.0357650518417358,9.018492698669434
405248,0.9078470468521118,5.929863929748535
405251,0.9545634984970093,3.3304922580718994
405264,1.0124573707580566,5.04075288772583
405274,0.9422707557678223,3.847710371017456
406214,0.8835577964782715,3.7392144203186035
406224,0.9009342789649963,11.538084030151367
406226,0.9119749069213867,4.23804235458374
406235,0.9101606607437134,2.5396032333374023
406250,1.0253868103027344,6.6941423416137695
407214,0.9666555523872375,5.538433074951172
407253,0.9145961403846741,11.579586029052734
408202,0.9074501395225525,3.2484288215637207
408206,0.9234005808830261,8.856201171875
415237,0.9258611798286438,8.658750534057617
415238,0.874173641204834,5.880424499511719
415245,0.9288570284843445,6.511784553527832
